module,difficulty,law_version,system,status,SA,held_out_rmsle,best_rmsle,method,symbolic_equivalent,judge_model,numeric_pass_002,numeric_pass_010,rmsle,law
m0_gravity,medium,v1,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.623368407969604e-17,6.674000000000023e-05 * (mass1 ** 1.0) * (distance ** -2.6)
m0_gravity,medium,v1,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.623368407969604e-17,6.674000000000023e-05 * (mass1 ** 1.0) * (distance ** -2.6)
m0_gravity,medium,v2,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,2.3477978309391906e-16,6.674e-05 * (mass1 ** 2.0) * (mass2 ** 2.0) * (distance ** 2.0)
m0_gravity,medium,v2,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.7169640725071586e-15,6.674000000000012e-05 * (mass1 ** 2.0) * (mass2 ** 2.0) * (distance ** 2.0)
m0_gravity,medium,v2,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.7169640725071586e-15,6.674000000000012e-05 * (mass1 ** 2.0) * (mass2 ** 2.0) * (distance ** 2.0)
m0_gravity,hard,v0,vanilla_equation,ANSWER,1.0,0.0,,multivariate_probe+anti_asymptotic,True,gpt41,True,True,6.90638540302055e-17,6.674e-05 * (mass1+mass2)**2 * (distance)**-1.5
m0_gravity,hard,v0,simple_system,ANSWER,0.0,0.1623,,balanced_probe+verified_fallback,False,gpt41,False,False,0.6916432326761095,0.000307623978524 * (mass1**2*mass2**2)**0.5 * (distance)**-1.3
m0_gravity,hard,v0,complex_system,ANSWER,1.0,0.2249,,multivariate_probe+anti_asymptotic,True,gpt41,False,False,0.025080671617288677,6.34135332735e-05 * (mass1+mass2)**2 * (distance)**-1.5
m0_gravity,hard,v1,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,2.8989036657820215e-18,6.674e-05 * (mass1 ** 1.3) * (distance ** -2.6)
m0_gravity,hard,v1,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,2.9254693527372527e-16,6.67400000000007e-05 * (mass1 ** 1.3) * (distance ** -2.6)
m0_gravity,hard,v1,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,2.9254693527372527e-16,6.67400000000007e-05 * (mass1 ** 1.3) * (distance ** -2.6)
m0_gravity,hard,v2,vanilla_equation,ANSWER,1.0,0.0,,multivariate_probe+anti_asymptotic,True,gpt41,True,True,0.0,6.674e-05 * (mass1**2+mass2**2) * (distance)**2
m0_gravity,hard,v2,simple_system,ANSWER,0.0,0.0345,,balanced_probe+balanced_compression_tournament,False,gpt41,False,True,3.02862915092748,0.00353976817801 * (mass1+mass2)**-3.19324484243 * (mass1)**2.19464438456 * (mass2)**2.5 * (distance
m0_gravity,hard,v2,complex_system,ANSWER,0.0,0.0406,,balanced_probe+balanced_compression_tournament,False,gpt41,False,True,3.0266600826815195,0.00353049270102 * (mass1+mass2)**-3.18952768022 * (mass1)**2.1927319794 * (mass2)**2.5 * (distance)
m1_coulomb_force,easy,v0,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.3486506964535874e-16,2.0 * (q1 ** 1.0) * (q2 ** 1.0) * (distance ** -3.0)
m1_coulomb_force,easy,v0,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,2.1624431760822717e-15,2.000000000000006 * (q1 ** 1.0) * (q2 ** 1.0) * (distance ** -3.0)
m1_coulomb_force,easy,v0,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,2.1624431760822717e-15,2.000000000000006 * (q1 ** 1.0) * (q2 ** 1.0) * (distance ** -3.0)
m1_coulomb_force,easy,v1,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,2.8024224100793984e-16,2.0 * (q1 ** 3.0) * (q2 ** 3.0) * (distance ** -2.0)
m1_coulomb_force,easy,v1,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,3.0902679644520746e-15,2.000000000000009 * (q1 ** 3.0) * (q2 ** 3.0) * (distance ** -2.0)
m1_coulomb_force,easy,v1,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,3.0902679644520746e-15,2.000000000000009 * (q1 ** 3.0) * (q2 ** 3.0) * (distance ** -2.0)
m1_coulomb_force,easy,v2,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.62666979390717e-16,2.0 * (q1 ** 3.0) * (q2 ** 1.0) * (distance ** -2.0)
m1_coulomb_force,easy,v2,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,4.152999708214111e-15,2.000000000000012 * (q1 ** 3.0) * (q2 ** 1.0) * (distance ** -2.0)
m1_coulomb_force,easy,v2,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,4.3031479984844184e-15,2.0000000000000124 * (q1 ** 3.0) * (q2 ** 1.0) * (distance ** -2.0)
m1_coulomb_force,medium,v0,vanilla_equation,ANSWER,1.0,0.0,,multivariate_probe+anti_asymptotic,True,gpt41,True,True,1.5525252509243325e-16,2 * ((q1*q2)*(q1+q2)) * (distance)**-2
m1_coulomb_force,medium,v0,simple_system,ANSWER,0.0,0.2374,,multivariate_probe+verified_fallback,False,gpt41,False,False,nan,"1.0 / max(1e-300, math.exp(0.150731143556 * (q1)**-1.19640800274 * (q2)**-1.14237594702 * (distance)"
m1_coulomb_force,medium,v0,complex_system,ANSWER,0.0,0.0784,,multivariate_probe+compression_tournament,False,gpt41,False,True,0.3117427739075536,4.87398870891 * (q1**2*q2**2)**0.721918485987 * (distance)**-2
m1_coulomb_force,medium,v1,vanilla_equation,ANSWER,1.0,0.0,,multivariate_probe+anti_asymptotic,True,gpt41,True,True,1.8239662443030778e-16,2 * (q1+q2)**3 * (distance)**-2
m1_coulomb_force,medium,v1,simple_system,ANSWER,0.0,0.2509,,multivariate_probe+verified_fallback,False,gpt41,False,False,1.168588099327965,"1.0 / max(1e-300, math.exp(0.034632378344 * (q1)**-1.20120211419 * (q2)**-1.3 * (distance)**1.871653"
m1_coulomb_force,medium,v1,complex_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m1_coulomb_force,medium,v2,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.7228656236777142e-16,2.0 * (q1 ** 3.0) * (q2 ** 2.0) * (distance ** -2.5)
m1_coulomb_force,medium,v2,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,4.621399436164003e-15,2.0000000000000133 * (q1 ** 3.0) * (q2 ** 2.0) * (distance ** -2.5)
m1_coulomb_force,medium,v2,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,2.9309734196247386e-15,2.0000000000000084 * (q1 ** 3.0) * (q2 ** 2.0) * (distance ** -2.5)
m1_coulomb_force,hard,v0,vanilla_equation,ANSWER,1.0,0.0,,multivariate_probe+anti_asymptotic,True,gpt41,True,True,9.215585354553611e-13,2 * ((q1*q2)*(q1+q2)) * (distance)**-2.71828182846
m1_coulomb_force,hard,v0,simple_system,ANSWER,0.0,0.2444,,multivariate_probe+verified_fallback,False,gpt41,False,False,0.15918277220351854,1.95999338927 * ((q1*q2)*(q1+q2)) * (distance)**-2.89266841407
m1_coulomb_force,hard,v0,complex_system,ANSWER,0.0,0.1425,,multivariate_probe+verified_fallback,False,gpt41,False,False,0.3777709880552956,4.84197833678 * (q1**2*q2**2)**0.692510591498 * (distance)**-2.6
m1_coulomb_force,hard,v1,vanilla_equation,ANSWER,1.0,0.0,,multivariate_probe+anti_asymptotic,True,gpt41,True,True,1.8643501561779278e-16,2 * (q1+q2)**3 * (q2)**2 * (distance)**-2
m1_coulomb_force,hard,v1,simple_system,ANSWER,0.0,0.37,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,0.9925554456352866,27.3492349227 * (q1*q2)**1.60095540558 * (q1)**-0.27207261378 * (q2)**1.87302801936 * (distance)**-2
m1_coulomb_force,hard,v1,complex_system,ANSWER,0.0,0.1672,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,1.1258766755432514,32.2321896353 * (q1+q2)**-0.278710021538 * (q1)**1.4146078586 * (q2)**3.56786423204 * (distance)**-2
m1_coulomb_force,hard,v2,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.5227902751113411e-16,2.0 * (q1 ** 3.0) * (q2 ** 2.0) * (distance ** -2.718281828459045)
m1_coulomb_force,hard,v2,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,4.473405056214189e-15,2.000000000000013 * (q1 ** 3.0) * (q2 ** 2.0) * (distance ** -2.718281828459045)
m1_coulomb_force,hard,v2,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,2.782253126376336e-15,2.000000000000008 * (q1 ** 3.0) * (q2 ** 2.0) * (distance ** -2.718281828459045)
m2_magnetic_force,easy,v0,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.554989857946239e-16,0.0478 * (current1 ** 1.0) * (current2 ** 1.0) * (distance ** -3.0)
m2_magnetic_force,easy,v0,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,2.89727478489893e-15,0.04780000000000019 * (current1 ** 1.0) * (current2 ** 1.0) * (distance ** -3.0)
m2_magnetic_force,easy,v0,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,2.89727478489893e-15,0.04780000000000019 * (current1 ** 1.0) * (current2 ** 1.0) * (distance ** -3.0)
m2_magnetic_force,easy,v1,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,8.026993868057068e-21,0.0478 * (current1 ** 2.0) * (current2 ** 2.0) * (distance ** -1.0)
m2_magnetic_force,easy,v1,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,0.0012561837477088624,1.0 * (current1 ** 2.0) * (current2 ** 2.0) * (distance ** -1.0)
m2_magnetic_force,easy,v1,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,0.0012561837477088624,1.0 * (current1 ** 2.0) * (current2 ** 2.0) * (distance ** -1.0)
m2_magnetic_force,easy,v2,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.9988239926252372e-17,0.0478 * (current2 ** 1.0) * (distance ** -1.0)
m2_magnetic_force,easy,v2,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.1628988085336556,1.0 * (current2 ** 1.0) * (distance ** -1.0)
m2_magnetic_force,easy,v2,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.1628988085336556,1.0 * (current2 ** 1.0) * (distance ** -1.0)
m2_magnetic_force,medium,v0,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.2749720593502548e-16,0.0478 * (current1 ** 1.5) * (current2 ** 1.5) * (distance ** -3.0)
m2_magnetic_force,medium,v0,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.0605209244389763e-15,0.047800000000000106 * (current1 ** 1.5) * (current2 ** 1.5) * (distance ** -3.0)
m2_magnetic_force,medium,v0,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.0605209244389763e-15,0.047800000000000106 * (current1 ** 1.5) * (current2 ** 1.5) * (distance ** -3.0)
m2_magnetic_force,medium,v1,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.0804957794794425e-24,0.0478 * (current1 ** 2.0) * (current2 ** 2.0) * (distance ** 1.0)
m2_magnetic_force,medium,v1,simple_system,ANSWER,1.0,0.0,,multivariate_probe+anti_asymptotic,True,gpt41,True,True,1.5320990066840435e-07,1 * (current1*current2)**2 * (distance)
m2_magnetic_force,medium,v1,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.5320990066840435e-07,1.0 * (current1 ** 2.0) * (current2 ** 2.0) * (distance ** 1.0)
m2_magnetic_force,medium,v2,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,5.503886442632788e-15,0.047800000000000065 * (current2 ** 1.0) * (distance ** -3.8000000000000007)
m2_magnetic_force,medium,v2,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.7517541682720862e-07,0.04779999835352257 * (current2 ** 1.0) * (distance ** -3.7999999700197074)
m2_magnetic_force,medium,v2,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.7517541682720862e-07,0.04779999835352257 * (current2 ** 1.0) * (distance ** -3.7999999700197074)
m2_magnetic_force,hard,v0,vanilla_equation,ANSWER,1.0,0.0,,multivariate_probe+compression_tournament,True,gpt41,True,True,2.0656761997978882e-16,0.0478 * (current1+current2)**1.5 * (distance)**-3
m2_magnetic_force,hard,v0,simple_system,ANSWER,0.0,0.2393,,multivariate_probe+verified_fallback,False,gpt41,False,False,1.2304998913413,0.373230971267 * (current1+current2)**-1.1607021796 * (current1)**1.3 * (current2)**1.3 * (distance)
m2_magnetic_force,hard,v0,complex_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m2_magnetic_force,hard,v1,vanilla_equation,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m2_magnetic_force,hard,v1,simple_system,ANSWER,0.0,0.2231,,multivariate_probe+verified_fallback,False,gpt41,False,False,18.72433040684008,(0.199055586377) * ((current1)**-1 * (current2)**-0.5) + (0.000848091932007) * ((current2)**-1 * (di
m2_magnetic_force,hard,v1,complex_system,ANSWER,0.0,0.2231,,multivariate_probe+verified_fallback,False,gpt41,False,False,18.72433040684008,(0.199055586377) * ((current1)**-1 * (current2)**-0.5) + (0.000848091932007) * ((current2)**-1 * (di
m2_magnetic_force,hard,v2,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.5000185527726486e-14,0.04780000000000015 * (current2 ** 0.8999999999999997) * (distance ** -3.800000000000002)
m2_magnetic_force,hard,v2,simple_system,ANSWER,1.0,0.0,,multivariate_probe+compression_tournament,True,gpt41,True,True,3.0409168752894954e-16,0.0478 * (current2)**0.9 * (distance)**-3.8
m2_magnetic_force,hard,v2,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.7573454349460243e-07,0.04779999835352261 * (current2 ** 0.9000000000000024) * (distance ** -3.7999999700197096)
m3_fourier_law,easy,v0,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.5441810348279277e-16,1.0 * (k ** 1.0) * (A ** 1.0) * (delta_T ** 1.0) * (d ** -2.0)
m3_fourier_law,easy,v0,simple_system,ANSWER,1.0,0.0,,multivariate_probe+compression_tournament,True,gpt41,True,True,1.5441810348279277e-16,1 * (k*A) * (delta_T) * (d)**-2
m3_fourier_law,easy,v0,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,7.452546360887295e-16,1.0000000000000009 * (k ** 1.0) * (A ** 1.0) * (delta_T ** 1.0) * (d ** -2.0)
m3_fourier_law,easy,v1,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.527053674790131e-16,1.0 * (k ** 1.0) * (A ** 0.5) * (delta_T ** 1.0) * (d ** -1.0)
m3_fourier_law,easy,v1,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.2283302113469478e-15,1.0000000000000013 * (k ** 1.0) * (A ** 0.5) * (delta_T ** 1.0) * (d ** -1.0)
m3_fourier_law,easy,v1,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.2283302113469478e-15,1.0000000000000013 * (k ** 1.0) * (A ** 0.5) * (delta_T ** 1.0) * (d ** -1.0)
m3_fourier_law,easy,v2,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.8163319634371325e-16,1.0 * (k ** 1.0) * (A ** 1.0) * (delta_T ** 2.0) * (d ** -1.0)
m3_fourier_law,easy,v2,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,5.812011738246642e-16,0.9999999999999996 * (k ** 1.0) * (A ** 1.0) * (delta_T ** 2.0) * (d ** -1.0)
m3_fourier_law,easy,v2,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,5.812011738246642e-16,0.9999999999999996 * (k ** 1.0) * (A ** 1.0) * (delta_T ** 2.0) * (d ** -1.0)
m3_fourier_law,medium,v0,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,2.1039499833475682e-16,1.0 * (k ** 1.0) * (A ** 0.5) * (delta_T ** 1.0) * (d ** -2.0)
m3_fourier_law,medium,v0,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,4.468397452104942e-16,1.0000000000000002 * (k ** 1.0) * (A ** 0.5) * (delta_T ** 1.0) * (d ** -2.0)
m3_fourier_law,medium,v0,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,4.468397452104942e-16,1.0000000000000002 * (k ** 1.0) * (A ** 0.5) * (delta_T ** 1.0) * (d ** -2.0)
m3_fourier_law,medium,v1,vanilla_equation,ANSWER,0.0,0.012,,probe,False,gpt41,True,True,0.06857257805101702,0.9799876457073156 * (k ** 1.0) * (A ** 0.5) * (delta_T ** 2.718281828459045) * (d ** -1.0)
m3_fourier_law,medium,v1,simple_system,ANSWER,0.0,0.019,,probe,False,gpt41,True,True,0.06857268223372887,0.9799877552069559 * (k ** 1.0) * (A ** 0.5) * (delta_T ** 2.718281828459045) * (d ** -1.0)
m3_fourier_law,medium,v1,complex_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m3_fourier_law,medium,v2,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,4.6771850011374285e-15,0.9999999999999996 * (k ** 1.0) * (A ** -3.3999999999999995) * (delta_T ** 2.0) * (d ** -1.0)
m3_fourier_law,medium,v2,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.0411936469220907e-14,0.9999999999999993 * (k ** 1.0) * (A ** -3.3999999999999986) * (delta_T ** 2.0) * (d ** -1.0)
m3_fourier_law,medium,v2,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.0411936469220907e-14,0.9999999999999993 * (k ** 1.0) * (A ** -3.3999999999999986) * (delta_T ** 2.0) * (d ** -1.0)
m3_fourier_law,hard,v0,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,2.476125792628827e-16,1.0 * (k ** 1.0) * (A ** 0.5) * (delta_T ** 1.3) * (d ** -2.0)
m3_fourier_law,hard,v0,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,3.1719527893442094e-09,1.000000003262372 * (k ** 1.0) * (A ** 0.5) * (delta_T ** 1.3) * (d ** -2.0)
m3_fourier_law,hard,v0,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,8.824064815675166e-16,1.0000000000000007 * (k ** 1.0) * (A ** 0.5) * (delta_T ** 1.3) * (d ** -2.0)
m3_fourier_law,hard,v1,vanilla_equation,ANSWER,0.0,0.012,,probe,False,gpt41,True,True,0.06854080574970291,0.9799876457073169 * (k ** 1.0) * (A ** 0.5) * (delta_T ** 2.718281828459045) * (d ** -0.42857142857
m3_fourier_law,hard,v1,simple_system,ANSWER,0.0,0.0202,,probe,False,gpt41,False,True,0.068540758009423,0.9799876034402837 * (k ** 1.0) * (A ** 0.5) * (delta_T ** 2.718281828459045) * (d ** -0.42857142497
m3_fourier_law,hard,v1,complex_system,ABSTAIN,0.0,,9.9,model_compile_fail,,,,,,
m3_fourier_law,hard,v2,vanilla_equation,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,7.407557113497353e-15,0.9999999999999991 * (k ** 1.0) * (A ** -3.399999999999999) * (delta_T ** 2.0) * (d ** -0.5)
m3_fourier_law,hard,v2,simple_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,1.8598447625439227e-14,1.0000000000000004 * (k ** 1.0) * (A ** -3.3999999999999972) * (delta_T ** 2.0) * (d ** -0.5)
m3_fourier_law,hard,v2,complex_system,ANSWER,1.0,0.0,,probe,True,gpt41,True,True,2.5267912726220278e-14,1.0 * (k ** 1.0) * (A ** -3.3999999999999964) * (delta_T ** 2.0) * (d ** -0.5)
m4_snell_law,easy,v0,vanilla_equation,ANSWER,1.0,0.0,,self_induced_coordinate_inverse_refit:cos_deg<-sin_deg:resid=1.097e-15,True,gpt41,True,True,1.0441367875638007e-14,"math.degrees(math.acos(max(-1.0, min(1.0, INNER))))"
m4_snell_law,easy,v0,simple_system,ANSWER,0.0,0.1453,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,0.6307664484790559,"(max(0.0, ((16.7975389453) * ((angle1)**-0.5) + (-33.2509492756) * ((angle1)**-2.5) + (2.33974422162"
m4_snell_law,easy,v0,complex_system,ANSWER,0.0,0.2983,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,0.34967107835562516,(((-0.759514294149) * ((angle1)**0.5) + (-2.44759806909) * ((math.sin(angle1)) * (math.cos(angle1))*
m4_snell_law,easy,v1,vanilla_equation,ANSWER,1.0,0.0,,self_induced_coordinate_inverse_refit:sin_deg<-sin_deg:resid=2.051e-16,True,gpt41,True,True,2.4096505609301224e-16,"math.degrees(math.asin(max(-1.0, min(1.0, INNER))))"
m4_snell_law,easy,v1,simple_system,ANSWER,0.0,0.0245,,self_induced_coordinate_inverse:sin_deg,False,gpt41,False,True,0.06062047523621991,"math.degrees(math.asin(max(-1.0, min(1.0, INNER))))"
m4_snell_law,easy,v1,complex_system,ANSWER,0.0,0.0373,,probe,False,gpt41,False,True,0.07127555451004809,1.0536214775394002 * (n1 ** -1.25) * (n2 ** 1.1275924105657793) * (angle1 ** 1.0)
m4_snell_law,easy,v2,vanilla_equation,ANSWER,1.0,0.0,,self_induced_coordinate_inverse_refit:tan_deg<-sin_deg:resid=4.885e-16,True,gpt41,True,True,1.4340932851154955e-16,math.degrees(math.atan(INNER))
m4_snell_law,easy,v2,simple_system,ANSWER,0.0,0.1684,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,0.14046534624413692,((1.26732377056) * ((angle1)) + (-0.0132655488242) * ((angle1)**2) + (8.78880323273e-06) * ((angle1)
m4_snell_law,easy,v2,complex_system,ANSWER,0.0,0.0224,,self_induced_coordinate_inverse_refit:tan_deg<-sin_deg:resid=0.02277,False,gpt41,False,True,0.03186277228600899,math.degrees(math.atan(INNER))
m4_snell_law,medium,v0,vanilla_equation,ANSWER,1.0,0.0,,self_induced_coordinate_inverse_refit:cos_deg<-cos_deg:resid=1.336e-15,True,gpt41,True,True,2.648137469954351e-14,"math.degrees(math.acos(max(-1.0, min(1.0, INNER))))"
m4_snell_law,medium,v0,simple_system,ANSWER,0.0,0.1375,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,0.3933152674372528,4.66084563455 * (n1)**-2.5 * (n2)**0.829555878371 * (angle1)**0.688345755446
m4_snell_law,medium,v0,complex_system,ANSWER,0.0,0.2336,,multivariate_probe+anti_asymptotic,False,gpt41,False,False,0.5378682295831628,(((-12.8495216714) * ((angle1)**-0.5) + (14.167987398) * ((math.sin(n1))**3 * (math.cos(n1))) + 5.43
m4_snell_law,medium,v1,vanilla_equation,ANSWER,1.0,0.0,,self_induced_coordinate_inverse_refit:cos_deg<-sin_deg:resid=1.117e-15,True,gpt41,True,True,1.8414605391470323e-14,"math.degrees(math.acos(max(-1.0, min(1.0, INNER))))"
m4_snell_law,medium,v1,simple_system,ANSWER,0.0,0.3738,,self_induced_coordinate_direct:cos_deg+verified_fallback,False,gpt41,False,False,2.156981800640448,62.29319837031568 * (n1 ** -0.5) * (n2 ** -0.5) * ((math.cos(math.radians(angle1))) ** -2.0)
m4_snell_law,medium,v1,complex_system,ANSWER,0.0,0.3927,,self_induced_coordinate_direct:sin_deg+verified_fallback,False,gpt41,False,False,1.4046829753237144,38.41563968467858 * (n1 ** -1.0) * (n2 ** 2.5) * (math.sin(math.radians(angle1)))
m4_snell_law,medium,v2,vanilla_equation,ANSWER,1.0,0.0,,self_induced_coordinate_inverse_refit:tan_deg<-tan_deg:resid=9.336e-16,True,gpt41,True,True,3.674933102540745e-16,math.degrees(math.atan(INNER))
m4_snell_law,medium,v2,simple_system,ANSWER,0.0,0.0647,,self_induced_coordinate_inverse_refit:sin_deg<-sin_deg:resid=0.03648,False,gpt41,False,True,0.13210337708834163,"math.degrees(math.asin(max(-1.0, min(1.0, INNER))))"
m4_snell_law,medium,v2,complex_system,ANSWER,0.0,0.054,,self_induced_coordinate_inverse:tan_deg,False,gpt41,False,True,0.04817522943091237,math.degrees(math.atan(INNER))
m4_snell_law,hard,v0,vanilla_equation,ANSWER,1.0,0.0,,self_induced_coordinate_inverse_refit:cos_deg<-cos_deg:resid=5.525e-16,True,gpt41,True,True,1.3160332620290499e-14,"math.degrees(math.acos(max(-1.0, min(1.0, INNER))))"
