backend,module_name,equation_difficulty,model_system,law_version,experiment_version,answered,exact_accuracy,symbolic_equivalent,rounds,num_experiments,agent_model,judge_model,terminal_status,trial_path
code_assisted_agent,m0_gravity,medium,vanilla_equation,v2,1,1,0,0,10,16,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m0_gravity/code_assisted_agent/medium/v2/vanilla_equation_noise0_0_v1/trials/trial0.json
code_assisted_agent,m10_be_distribution,easy,complex_system,v0,2,1,0,0,10,15,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/easy/v0/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,easy,complex_system,v1,2,1,0,0,10,12,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/easy/v1/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,easy,complex_system,v2,2,1,0,0,10,57,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/easy/v2/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,easy,simple_system,v0,2,1,0,0,10,9,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/easy/v0/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,easy,simple_system,v1,2,1,0,0,8,26,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/easy/v1/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,easy,simple_system,v2,2,1,0,0,10,43,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/easy/v2/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,easy,vanilla_equation,v0,2,1,0,0,10,48,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/easy/v0/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,easy,vanilla_equation,v1,2,1,0,0,10,23,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/easy/v1/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,easy,vanilla_equation,v2,2,1,0,0,10,32,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/easy/v2/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,hard,complex_system,v0,2,1,0,0,10,32,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/hard/v0/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,hard,complex_system,v1,2,1,0,0,9,15,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/hard/v1/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,hard,complex_system,v2,2,1,0,0,8,9,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/hard/v2/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,hard,simple_system,v0,2,1,0,0,10,48,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/hard/v0/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,hard,simple_system,v1,2,1,0,0,7,19,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/hard/v1/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,hard,simple_system,v2,2,1,0,0,10,20,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/hard/v2/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,hard,vanilla_equation,v0,2,1,0,0,10,32,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/hard/v0/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,hard,vanilla_equation,v1,2,1,0,0,10,19,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/hard/v1/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,hard,vanilla_equation,v2,2,1,0,0,10,16,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/hard/v2/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,medium,complex_system,v0,2,1,0,0,10,12,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/medium/v0/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,medium,complex_system,v1,2,1,0,0,10,9,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/medium/v1/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,medium,complex_system,v2,2,1,0,0,10,20,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/medium/v2/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,medium,simple_system,v0,2,1,0,0,10,19,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/medium/v0/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,medium,simple_system,v1,2,1,0,0,10,18,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/medium/v1/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,medium,simple_system,v2,2,1,0,0,8,20,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/medium/v2/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,medium,vanilla_equation,v0,2,1,0,0,10,20,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/medium/v0/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,medium,vanilla_equation,v1,2,1,0,0,10,24,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/medium/v1/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m10_be_distribution,medium,vanilla_equation,v2,2,1,0,0,9,23,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/code_assisted_agent/medium/v2/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,easy,complex_system,v0,2,1,0,0,10,12,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/easy/v0/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,easy,complex_system,v1,2,1,0,0,10,6,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/easy/v1/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,easy,complex_system,v2,2,1,0,0,10,10,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/easy/v2/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,easy,simple_system,v0,2,1,0,0,10,45,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/easy/v0/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,easy,simple_system,v1,2,1,0,0,10,33,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/easy/v1/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,easy,simple_system,v2,2,1,0,0,10,15,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/easy/v2/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,easy,vanilla_equation,v0,2,1,0,0,10,20,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/easy/v0/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,easy,vanilla_equation,v1,2,1,0,0,9,9,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/easy/v1/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,easy,vanilla_equation,v2,2,1,0,0,10,9,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/easy/v2/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,hard,complex_system,v0,2,1,0,0,10,12,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/hard/v0/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,hard,complex_system,v1,2,1,0,0,10,35,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/hard/v1/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,hard,complex_system,v2,2,1,0,0,10,15,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/hard/v2/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,hard,simple_system,v0,2,1,0,0,10,4,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/hard/v0/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,hard,simple_system,v1,2,1,0,0,10,15,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/hard/v1/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,hard,simple_system,v2,2,1,0,0,10,15,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/hard/v2/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,hard,vanilla_equation,v0,2,1,0,0,10,20,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/hard/v0/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,hard,vanilla_equation,v1,2,1,0,0,10,15,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/hard/v1/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,hard,vanilla_equation,v2,2,1,0,0,8,12,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/hard/v2/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,medium,complex_system,v0,2,1,0,0,10,15,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/medium/v0/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,medium,complex_system,v1,2,1,0,0,9,9,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/medium/v1/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,medium,complex_system,v2,2,1,0,0,8,17,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/medium/v2/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,medium,simple_system,v0,2,1,0,0,10,12,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/medium/v0/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,medium,simple_system,v1,2,1,0,0,10,27,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/medium/v1/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,medium,simple_system,v2,2,1,0,0,10,16,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/medium/v2/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,medium,vanilla_equation,v0,2,1,0,0,10,20,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/medium/v0/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,medium,vanilla_equation,v1,2,1,0,0,10,20,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/medium/v1/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m11_heat_transfer,medium,vanilla_equation,v2,2,1,0,0,10,12,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/code_assisted_agent/medium/v2/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m1_coulomb_force,easy,complex_system,v0,2,1,0,0,8,5,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/code_assisted_agent/easy/v0/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m1_coulomb_force,easy,complex_system,v1,2,1,0,0,10,4,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/code_assisted_agent/easy/v1/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m1_coulomb_force,easy,complex_system,v2,2,1,0,0,10,10,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/code_assisted_agent/easy/v2/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m1_coulomb_force,easy,simple_system,v0,2,1,0,0,10,15,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/code_assisted_agent/easy/v0/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m1_coulomb_force,easy,simple_system,v1,2,1,0,0,10,5,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/code_assisted_agent/easy/v1/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m1_coulomb_force,easy,simple_system,v2,2,1,0,0,7,10,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/code_assisted_agent/easy/v2/simple_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m1_coulomb_force,easy,vanilla_equation,v0,2,1,0,0,9,13,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/code_assisted_agent/easy/v0/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m1_coulomb_force,easy,vanilla_equation,v1,2,1,0,0,10,20,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/code_assisted_agent/easy/v1/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m1_coulomb_force,easy,vanilla_equation,v2,2,1,0,0,7,9,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/code_assisted_agent/easy/v2/vanilla_equation_noise0_0_v2/trials/trial0.json
code_assisted_agent,m1_coulomb_force,hard,complex_system,v0,2,1,0,0,10,8,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/code_assisted_agent/hard/v0/complex_system_noise0_0_v2/trials/trial0.json
code_assisted_agent,m1_coulomb_force,hard,complex_system,v1,3,1,0,0,10,15,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/code_assisted_agent/hard/v1/complex_system_noise0_0_v3/trials/trial0.json
code_assisted_agent,m1_coulomb_force,hard,complex_system,v2,2,1,0,0,10,8,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/code_assisted_agent/hard/v2/complex_system_noise0_0_v2/trials/trial0.json
