backend,module_name,equation_difficulty,model_system,law_version,experiment_version,answered,exact_accuracy,symbolic_equivalent,rounds,num_experiments,agent_model,judge_model,terminal_status,trial_path
vanilla_agent,m0_gravity,hard,vanilla_equation,v0,1,1,0,0,6,42,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m0_gravity/vanilla_agent/hard/v0/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m0_gravity,hard,vanilla_equation,v1,1,1,0,0,6,25,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m0_gravity/vanilla_agent/hard/v1/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m0_gravity,hard,vanilla_equation,v2,1,1,0,0,6,25,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m0_gravity/vanilla_agent/hard/v2/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m0_gravity,medium,complex_system,v0,1,1,0,0,5,20,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m0_gravity/vanilla_agent/medium/v0/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m0_gravity,medium,complex_system,v1,1,1,0,0,4,18,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m0_gravity/vanilla_agent/medium/v1/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m0_gravity,medium,complex_system,v2,1,1,0,0,4,18,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m0_gravity/vanilla_agent/medium/v2/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m0_gravity,medium,simple_system,v0,1,1,0,0,5,20,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m0_gravity/vanilla_agent/medium/v0/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m0_gravity,medium,simple_system,v1,1,1,0,0,5,20,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m0_gravity/vanilla_agent/medium/v1/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m0_gravity,medium,simple_system,v2,1,1,0,0,5,20,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m0_gravity/vanilla_agent/medium/v2/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m0_gravity,medium,vanilla_equation,v0,1,1,0,0,6,25,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m0_gravity/vanilla_agent/medium/v0/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m0_gravity,medium,vanilla_equation,v1,1,1,0,0,6,25,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m0_gravity/vanilla_agent/medium/v1/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m0_gravity,medium,vanilla_equation,v2,1,1,0,0,6,25,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m0_gravity/vanilla_agent/medium/v2/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,easy,complex_system,v0,1,1,0,0,6,20,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/easy/v0/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,easy,complex_system,v1,1,1,0,0,7,30,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/easy/v1/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,easy,complex_system,v2,1,1,0,0,6,30,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/easy/v2/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,easy,simple_system,v0,1,1,0,0,7,30,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/easy/v0/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,easy,simple_system,v1,1,1,0,0,8,35,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/easy/v1/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,easy,simple_system,v2,1,1,0,0,6,40,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/easy/v2/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,easy,vanilla_equation,v0,1,1,0,0,7,36,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/easy/v0/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,easy,vanilla_equation,v1,1,1,0,0,7,48,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/easy/v1/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,easy,vanilla_equation,v2,1,1,0,0,8,70,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/easy/v2/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,hard,complex_system,v0,1,1,0,0,7,30,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/hard/v0/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,hard,complex_system,v1,1,1,0,0,7,54,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/hard/v1/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,hard,complex_system,v2,1,1,0,0,8,28,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/hard/v2/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,hard,simple_system,v0,1,1,0,0,6,42,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/hard/v0/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,hard,simple_system,v1,1,1,0,0,6,45,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/hard/v1/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,hard,simple_system,v2,1,1,0,0,6,36,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/hard/v2/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,hard,vanilla_equation,v0,1,1,0,0,6,50,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/hard/v0/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,hard,vanilla_equation,v1,1,1,0,0,6,50,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/hard/v1/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,hard,vanilla_equation,v2,1,1,0,0,9,48,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/hard/v2/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,medium,complex_system,v0,1,1,0,0,8,24,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/medium/v0/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,medium,complex_system,v1,1,1,0,0,7,54,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/medium/v1/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,medium,complex_system,v2,1,1,0,0,8,28,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/medium/v2/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,medium,simple_system,v0,1,1,0,0,8,35,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/medium/v0/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,medium,simple_system,v1,1,1,0,0,6,36,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/medium/v1/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,medium,simple_system,v2,1,1,0,0,6,25,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/medium/v2/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,medium,vanilla_equation,v0,1,1,0,0,7,48,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/medium/v0/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,medium,vanilla_equation,v1,1,1,0,0,8,42,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/medium/v1/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m10_be_distribution,medium,vanilla_equation,v2,1,1,0,0,9,48,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m10_be_distribution/vanilla_agent/medium/v2/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,easy,complex_system,v0,1,1,0,0,9,40,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/easy/v0/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,easy,complex_system,v1,1,1,0,0,5,16,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/easy/v1/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,easy,complex_system,v2,1,1,0,0,9,40,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/easy/v2/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,easy,simple_system,v0,1,1,0,0,5,12,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/easy/v0/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,easy,simple_system,v1,1,1,0,0,6,40,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/easy/v1/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,easy,simple_system,v2,1,1,0,0,10,40,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/easy/v2/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,easy,vanilla_equation,v0,1,1,0,0,8,35,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/easy/v0/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,easy,vanilla_equation,v1,1,1,0,0,7,30,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/easy/v1/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,easy,vanilla_equation,v2,1,1,0,0,8,35,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/easy/v2/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,hard,complex_system,v0,1,1,0,0,7,30,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/hard/v0/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,hard,complex_system,v1,1,1,0,0,10,50,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/hard/v1/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,hard,complex_system,v2,1,1,0,0,8,35,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/hard/v2/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,hard,simple_system,v0,1,1,0,0,10,30,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/hard/v0/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,hard,simple_system,v1,1,1,0,0,5,24,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/hard/v1/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,hard,simple_system,v2,1,1,0,0,5,15,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/hard/v2/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,hard,vanilla_equation,v0,1,1,0,0,8,35,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/hard/v0/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,hard,vanilla_equation,v1,1,1,0,0,5,40,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/hard/v1/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,hard,vanilla_equation,v2,1,1,0,0,7,30,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/hard/v2/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,medium,complex_system,v0,1,1,0,0,8,55,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/medium/v0/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,medium,complex_system,v1,1,1,0,0,6,25,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/medium/v1/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,medium,complex_system,v2,1,1,0,0,9,40,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/medium/v2/complex_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,medium,simple_system,v0,1,1,0,0,4,14,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/medium/v0/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,medium,simple_system,v1,1,1,0,0,10,10,gpt4omini,gpt41,max_turns_reached,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/medium/v1/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,medium,simple_system,v2,1,1,0,0,5,34,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/medium/v2/simple_system_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,medium,vanilla_equation,v0,1,1,0,0,8,35,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/medium/v0/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,medium,vanilla_equation,v1,1,1,0,0,7,30,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/medium/v1/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m11_heat_transfer,medium,vanilla_equation,v2,1,1,0,0,7,30,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m11_heat_transfer/vanilla_agent/medium/v2/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m1_coulomb_force,easy,complex_system,v0,2,1,0,0,5,24,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/vanilla_agent/easy/v0/complex_system_noise0_0_v2/trials/trial0.json
vanilla_agent,m1_coulomb_force,easy,complex_system,v1,2,1,0,0,5,24,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/vanilla_agent/easy/v1/complex_system_noise0_0_v2/trials/trial0.json
vanilla_agent,m1_coulomb_force,easy,complex_system,v2,2,1,0,0,6,30,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/vanilla_agent/easy/v2/complex_system_noise0_0_v2/trials/trial0.json
vanilla_agent,m1_coulomb_force,easy,simple_system,v0,2,1,0,0,4,18,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/vanilla_agent/easy/v0/simple_system_noise0_0_v2/trials/trial0.json
vanilla_agent,m1_coulomb_force,easy,simple_system,v1,2,1,0,0,5,20,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/vanilla_agent/easy/v1/simple_system_noise0_0_v2/trials/trial0.json
vanilla_agent,m1_coulomb_force,easy,simple_system,v2,2,1,0,0,5,20,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/vanilla_agent/easy/v2/simple_system_noise0_0_v2/trials/trial0.json
vanilla_agent,m1_coulomb_force,easy,vanilla_equation,v0,1,1,0,0,5,40,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/vanilla_agent/easy/v0/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m1_coulomb_force,easy,vanilla_equation,v1,1,1,0,0,6,45,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/vanilla_agent/easy/v1/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m1_coulomb_force,easy,vanilla_equation,v2,1,1,0,0,6,25,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/vanilla_agent/easy/v2/vanilla_equation_noise0_0_v1/trials/trial0.json
vanilla_agent,m1_coulomb_force,hard,complex_system,v0,2,1,0,0,5,24,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/vanilla_agent/hard/v0/complex_system_noise0_0_v2/trials/trial0.json
vanilla_agent,m1_coulomb_force,hard,complex_system,v1,2,1,0,0,4,24,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/vanilla_agent/hard/v1/complex_system_noise0_0_v2/trials/trial0.json
vanilla_agent,m1_coulomb_force,hard,complex_system,v2,2,1,0,0,5,24,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/vanilla_agent/hard/v2/complex_system_noise0_0_v2/trials/trial0.json
vanilla_agent,m1_coulomb_force,hard,simple_system,v0,2,1,0,0,5,24,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/vanilla_agent/hard/v0/simple_system_noise0_0_v2/trials/trial0.json
vanilla_agent,m1_coulomb_force,hard,simple_system,v1,2,1,0,0,5,20,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/vanilla_agent/hard/v1/simple_system_noise0_0_v2/trials/trial0.json
vanilla_agent,m1_coulomb_force,hard,simple_system,v2,2,1,0,0,4,30,gpt4omini,gpt41,completed,lmw/newton_external/aaai27_newton_gpt4omini_matched_full324_20260724/gpt4omini/m1_coulomb_force/vanilla_agent/hard/v2/simple_system_noise0_0_v2/trials/trial0.json
